date,restaurant_id,total_sales,customers,avg_order_value,dine_in_sales,takeout_sales,marketing_spend,promotions_active,staff_count,hours_open,royalty_income
2023-03-22,1,6849.92,221,31.0,4624.68,2225.24,173.63,0,19,10,411.0
2023-03-23,1,7397.54,224,33.02,4892.41,2505.13,352.21,0,17,12,443.85
2023-03-24,1,7738.83,216,35.83,5464.34,2274.49,444.49,0,16,10,464.33
2023-03-25,1,8516.03,220,38.71,6063.68,2452.35,366.84,0,18,13,510.96
2023-03-26,1,11216.67,313,35.84,7392.91,3823.76,376.88,1,16,10,673.0
2023-03-27,1,7088.24,193,36.73,5218.62,1869.62,477.28,0,19,11,425.29
2023-03-28,1,7918.87,230,34.43,5923.34,1995.53,271.68,1,20,12,475.13
2023-03-29,1,7014.07,197,35.6,4881.88,2132.19,313.14,0,18,13,420.84
2023-03-30,1,7022.73,173,40.59,4897.62,2125.11,350.4,0,17,14,421.36
2023-03-31,1,6583.53,216,30.48,4462.71,2120.82,129.65,0,20,10,395.01
2023-04-01,1,9156.07,225,40.69,6069.33,3086.74,198.54,0,18,10,549.36
2023-04-02,1,9395.68,249,37.73,6587.93,2807.75,120.64,0,20,10,563.74
2023-04-03,1,7702.06,200,38.51,5148.46,2553.6,144.21,0,17,13,462.12
2023-04-04,1,7206.0,187,38.53,4710.33,2495.67,163.6,0,18,12,432.36
2023-04-05,1,6692.56,195,34.32,4706.62,1985.94,159.11,0,16,14,401.55
2023-04-06,1,7358.95,185,39.78,4848.96,2509.99,290.9,0,16,10,441.54
2023-04-07,1,7230.96,219,33.02,5169.29,2061.67,265.81,0,19,11,433.86
2023-04-08,1,9616.69,267,36.02,6615.1,3001.59,201.85,0,19,11,577.0
2023-04-09,1,8973.2,256,35.05,6129.01,2844.19,470.16,0,20,14,538.39
2023-04-10,1,6907.46,228,30.3,4618.72,2288.74,178.29,0,16,12,414.45
2023-04-11,1,7149.54,171,41.81,4727.3,2422.24,229.04,0,19,12,428.97
2023-04-12,1,7744.63,245,31.61,5166.36,2578.27,350.89,0,16,11,464.68
2023-04-13,1,7389.95,231,31.99,5372.12,2017.83,134.17,0,19,12,443.4
2023-04-14,1,7632.77,215,35.5,5501.11,2131.66,395.5,0,20,12,457.97
2023-04-15,1,10931.82,329,33.23,7602.28,3329.54,296.87,1,17,13,655.91
2023-04-16,1,9832.23,336,29.26,6527.45,3304.78,51.22,0,16,12,589.93
2023-04-17,1,7451.64,190,39.22,4923.07,2528.57,432.83,0,19,13,447.1
2023-04-18,1,7931.65,189,41.97,5318.17,2613.48,220.65,0,16,13,475.9
2023-04-19,1,6776.29,173,39.17,4541.22,2235.07,123.65,0,20,14,406.58
2023-04-20,1,7546.56,213,35.43,5176.06,2370.5,444.74,0,16,11,452.79
2023-04-21,1,7219.04,216,33.42,5026.39,2192.65,185.62,0,16,10,433.14
2023-04-22,1,9297.77,262,35.49,6105.49,3192.28,153.06,0,18,12,557.87
2023-04-23,1,9193.75,306,30.04,6705.94,2487.81,329.03,0,19,12,551.62
2023-04-24,1,6806.7,210,32.41,4593.49,2213.21,384.78,0,19,11,408.4
2023-04-25,1,7870.72,240,32.79,5762.36,2108.36,99.78,0,19,14,472.24
2023-04-26,1,7171.59,183,39.19,4769.05,2402.54,153.16,0,19,14,430.3
2023-04-27,1,7531.58,199,37.85,5304.28,2227.3,163.31,0,20,13,451.89
2023-04-28,1,7926.19,219,36.19,5469.75,2456.44,257.9,0,18,13,475.57
2023-04-29,1,9767.53,309,31.61,7058.11,2709.42,316.83,1,19,13,586.05
2023-04-30,1,10167.46,273,37.24,7393.01,2774.45,218.5,1,16,12,610.05
2023-05-01,1,7973.3,194,41.1,5542.11,2431.19,100.96,0,20,11,478.4
2023-05-02,1,6787.89,165,41.14,5002.6,1785.29,283.48,0,20,10,407.27
2023-05-03,1,6909.3,177,39.04,4908.17,2001.13,101.42,0,19,10,414.56
2023-05-04,1,7965.68,230,34.63,5560.71,2404.97,463.3,0,18,12,477.94
2023-05-05,1,6819.46,223,30.58,4772.51,2046.95,238.52,0,16,10,409.17
2023-05-06,1,9129.97,293,31.16,6128.66,3001.31,281.83,0,16,13,547.8
2023-05-07,1,9668.19,241,40.12,6801.64,2866.55,133.01,0,16,14,580.09
2023-05-08,1,7247.9,184,39.39,4964.37,2283.53,260.7,0,16,14,434.87
2023-05-09,1,7853.72,216,36.36,5335.85,2517.87,371.33,0,17,11,471.22
2023-05-10,1,7333.36,209,35.09,5327.95,2005.41,96.34,0,20,12,440.0
2023-05-11,1,7026.35,189,37.18,4854.32,2172.03,61.42,0,19,11,421.58
2023-05-12,1,7231.23,202,35.8,4883.89,2347.34,138.25,0,20,10,433.87
2023-05-13,1,8964.54,241,37.2,6040.47,2924.07,94.75,0,18,13,537.87
2023-05-14,1,10477.84,322,32.54,6901.67,3576.17,334.96,1,16,14,628.67
2023-05-15,1,6905.3,190,36.34,4779.45,2125.85,451.7,0,20,13,414.32
2023-05-16,1,7857.73,237,33.15,5134.42,2723.31,423.79,0,20,10,471.46
2023-05-17,1,7077.4,171,41.39,5140.74,1936.66,113.05,0,17,12,424.64
2023-05-18,1,7826.4,230,34.03,5104.75,2721.65,170.9,0,17,14,469.58
2023-05-19,1,6969.84,188,37.07,4824.32,2145.52,109.52,0,20,14,418.19
2023-05-20,1,9957.89,251,39.67,7000.06,2957.83,416.77,0,16,11,597.47
2023-05-21,1,9900.62,249,39.76,6639.77,3260.85,54.95,0,20,12,594.04
2023-05-22,1,8951.57,245,36.54,6413.83,2537.74,128.92,1,20,10,537.09
2023-05-23,1,7224.7,204,35.42,4729.99,2494.71,124.83,0,18,10,433.48
2023-05-24,1,7553.07,240,31.47,5203.53,2349.54,179.91,0,19,10,453.18
2023-05-25,1,7566.67,183,41.35,5218.47,2348.2,479.34,0,20,10,454.0
2023-05-26,1,7465.02,246,30.35,5480.47,1984.55,430.88,0,18,14,447.9
2023-05-27,1,9869.01,284,34.75,6754.73,3114.28,208.19,0,16,10,592.14
2023-05-28,1,9824.48,285,34.47,6460.51,3363.97,84.99,0,19,13,589.47
2023-05-29,1,7512.01,231,32.52,5489.35,2022.66,482.94,1,16,11,450.72
2023-05-30,1,7448.8,254,29.33,5555.44,1893.36,391.28,0,20,10,446.93
2023-05-31,1,7705.34,193,39.92,5200.85,2504.49,270.24,0,18,11,462.32
2023-06-01,1,8826.31,308,28.66,6256.32,2569.99,499.71,0,17,14,529.58
2023-06-02,1,8219.82,276,29.78,5943.77,2276.05,136.67,0,17,12,493.19
2023-06-03,1,13665.32,343,39.84,9318.52,4346.8,423.01,1,16,12,819.92
2023-06-04,1,11067.56,274,40.39,7780.79,3286.77,248.46,0,19,10,664.05
2023-06-05,1,8825.5,230,38.37,6195.65,2629.85,242.07,0,19,11,529.53
2023-06-06,1,9185.36,324,28.35,6773.93,2411.43,288.02,0,18,12,551.12
2023-06-07,1,10230.09,304,33.65,7140.48,3089.61,332.38,1,19,10,613.81
2023-06-08,1,8418.0,248,33.94,6092.6,2325.4,157.45,0,18,14,505.08
2023-06-09,1,8197.65,254,32.27,5519.98,2677.67,68.94,0,16,14,491.86
2023-06-10,1,12430.17,331,37.55,8350.9,4079.27,477.48,1,20,14,745.81
2023-06-11,1,10955.33,271,40.43,8155.95,2799.38,260.33,0,20,11,657.32
2023-06-12,1,9413.66,301,31.27,7006.33,2407.33,342.34,0,20,12,564.82
2023-06-13,1,8112.97,266,30.5,5452.31,2660.66,133.9,0,18,14,486.78
2023-06-14,1,9382.88,232,40.44,6969.37,2413.51,497.71,0,20,12,562.97
2023-06-15,1,9024.5,239,37.76,6004.81,3019.69,417.12,0,20,14,541.47
2023-06-16,1,8744.09,242,36.13,5763.66,2980.43,444.86,0,18,12,524.65
2023-06-17,1,12032.06,290,41.49,8858.16,3173.9,414.28,0,16,14,721.92
2023-06-18,1,10679.95,338,31.6,6947.4,3732.55,363.07,0,17,11,640.8
2023-06-19,1,8113.22,215,37.74,5335.36,2777.86,433.04,0,20,14,486.79
2023-06-20,1,10270.87,288,35.66,7563.97,2706.9,380.26,1,18,13,616.25
2023-06-21,1,9232.41,243,37.99,6773.83,2458.58,363.86,0,17,13,553.94
2023-06-22,1,9038.71,299,30.23,6671.36,2367.35,442.33,0,18,11,542.32
2023-06-23,1,8323.23,216,38.53,5543.9,2779.33,418.09,0,20,14,499.39
2023-06-24,1,10506.39,360,29.18,7172.12,3334.27,301.93,0,17,13,630.38
2023-06-25,1,11911.24,399,29.85,8079.8,3831.44,58.29,0,16,11,714.67
2023-06-26,1,8845.27,215,41.14,5840.1,3005.17,471.75,0,19,11,530.72
2023-06-27,1,10147.01,267,38.0,7076.09,3070.92,76.06,1,18,11,608.82
2023-06-28,1,9439.75,227,41.58,6843.49,2596.26,108.54,0,20,13,566.38
2023-06-29,1,7801.91,239,32.64,5452.48,2349.43,396.68,0,17,11,468.11
2023-06-30,1,8575.3,208,41.23,5661.58,2913.72,434.39,0,20,14,514.52
2023-07-01,1,11985.69,308,38.91,8066.43,3919.26,109.1,0,18,10,719.14
2023-07-02,1,12957.52,318,40.75,9533.31,3424.21,484.03,1,18,10,777.45
2023-07-03,1,8314.34,255,32.61,6006.63,2307.71,385.63,0,18,10,498.86
2023-07-04,1,8415.23,209,40.26,5868.12,2547.11,485.69,0,16,10,504.91
2023-07-05,1,8046.83,234,34.39,5657.21,2389.62,58.04,0,20,13,482.81
2023-07-06,1,9376.9,255,36.77,6841.89,2535.01,266.69,0,16,13,562.61
2023-07-07,1,8753.22,280,31.26,5830.37,2922.85,343.18,0,20,14,525.19
2023-07-08,1,11101.75,265,41.89,7382.2,3719.55,259.07,0,17,12,666.11
2023-07-09,1,12066.87,310,38.93,7891.27,4175.6,266.23,0,16,10,724.01
2023-07-10,1,8784.63,310,28.34,6133.74,2650.89,144.66,0,16,11,527.08
2023-07-11,1,9429.69,325,29.01,6633.07,2796.62,447.14,0,16,14,565.78
2023-07-12,1,8489.54,284,29.89,6000.02,2489.52,360.26,0,17,11,509.37
2023-07-13,1,8966.96,217,41.32,5939.91,3027.05,453.3,0,16,10,538.02
2023-07-14,1,8746.33,230,38.03,6446.89,2299.44,371.34,0,19,12,524.78
2023-07-15,1,11644.12,325,35.83,8264.39,3379.73,402.72,0,18,10,698.65
2023-07-16,1,11146.89,292,38.17,7906.8,3240.09,342.63,0,16,14,668.81
2023-07-17,1,8387.37,242,34.66,6076.04,2311.33,442.32,0,20,12,503.24
2023-07-18,1,7855.05,211,37.23,5366.82,2488.23,294.12,0,18,12,471.3
2023-07-19,1,8522.63,274,31.1,5896.3,2626.33,141.61,0,19,10,511.36
2023-07-20,1,9089.0,236,38.51,6294.58,2794.42,205.67,0,19,13,545.34
2023-07-21,1,8772.54,249,35.23,6218.03,2554.51,63.23,0,17,13,526.35
2023-07-22,1,12217.01,360,33.94,8279.26,3937.75,316.56,0,20,13,733.02
2023-07-23,1,11237.39,283,39.71,7569.27,3668.12,399.2,0,19,11,674.24
2023-07-24,1,9527.76,312,30.54,7007.08,2520.68,271.53,0,19,14,571.67
2023-07-25,1,8735.91,264,33.09,6196.34,2539.57,123.59,0,18,10,524.15
2023-07-26,1,10117.08,310,32.64,7358.63,2758.45,108.89,1,20,12,607.02
2023-07-27,1,8615.47,264,32.63,5986.7,2628.77,351.23,0,16,10,516.93
2023-07-28,1,8873.03,214,41.46,5991.54,2881.49,211.66,0,19,10,532.38
2023-07-29,1,11014.95,310,35.53,8020.86,2994.09,367.42,0,19,13,660.9
2023-07-30,1,10287.22,246,41.82,6813.2,3474.02,154.01,0,17,14,617.23
2023-07-31,1,8248.78,270,30.55,5434.75,2814.03,96.49,0,18,13,494.93
2023-08-01,1,9582.55,230,41.66,6233.39,3349.16,478.32,0,17,14,574.95
2023-08-02,1,8656.78,245,35.33,6050.09,2606.69,350.09,0,19,14,519.41
2023-08-03,1,9507.8,248,38.34,6334.46,3173.34,134.76,0,20,14,570.47
2023-08-04,1,10157.81,243,41.8,6982.78,3175.03,57.88,1,17,10,609.47
2023-08-05,1,12198.24,314,38.85,8066.83,4131.41,407.98,0,19,10,731.89
2023-08-06,1,12376.21,312,39.67,8869.99,3506.22,309.73,0,19,11,742.57
2023-08-07,1,10592.14,314,33.73,7807.21,2784.93,402.07,1,20,10,635.53
2023-08-08,1,9018.73,232,38.87,6697.02,2321.71,247.18,0,17,11,541.12
2023-08-09,1,8438.19,210,40.18,5801.82,2636.37,183.59,0,16,14,506.29
2023-08-10,1,8527.62,254,33.57,6136.02,2391.6,224.85,0,16,10,511.66
2023-08-11,1,8542.65,273,31.29,5615.25,2927.4,321.55,0,17,11,512.56
2023-08-12,1,11124.43,277,40.16,7808.33,3316.1,265.63,0,20,14,667.47
2023-08-13,1,11129.45,331,33.62,7879.84,3249.61,290.12,0,18,11,667.77
2023-08-14,1,8811.76,223,39.51,6107.31,2704.45,453.52,0,20,13,528.71
2023-08-15,1,9984.79,324,30.82,6968.57,3016.22,137.55,1,20,13,599.09
2023-08-16,1,8403.14,260,32.32,6136.83,2266.31,292.62,0,17,13,504.19
2023-08-17,1,8608.31,206,41.79,6304.02,2304.29,285.12,0,19,11,516.5
2023-08-18,1,8233.05,256,32.16,6004.7,2228.35,133.35,0,19,13,493.98
2023-08-19,1,12127.14,339,35.77,7935.29,4191.85,334.92,0,18,14,727.63
2023-08-20,1,12161.76,301,40.4,8182.53,3979.23,145.42,0,17,11,729.71
2023-08-21,1,9511.17,245,38.82,6711.69,2799.48,165.04,0,19,11,570.67
2023-08-22,1,9418.34,251,37.52,6884.36,2533.98,395.0,0,17,10,565.1
2023-08-23,1,8192.49,261,31.39,6037.26,2155.23,262.8,0,20,10,491.55
2023-08-24,1,8476.05,271,31.28,5684.2,2791.85,337.08,0,16,14,508.56
2023-08-25,1,8804.22,210,41.92,5842.87,2961.35,362.82,0,18,11,528.25
2023-08-26,1,11955.69,317,37.72,8956.31,2999.38,107.78,0,18,13,717.34
2023-08-27,1,11640.95,365,31.89,7659.07,3981.88,88.55,0,16,13,698.46
2023-08-28,1,8508.02,272,31.28,5832.24,2675.78,81.24,0,16,13,510.48
2023-08-29,1,9352.8,299,31.28,6584.38,2768.42,446.04,0,17,12,561.17
2023-08-30,1,8515.93,260,32.75,6105.48,2410.45,497.36,0,17,10,510.96
2023-08-31,1,9769.86,270,36.18,6437.13,3332.73,482.75,1,20,10,586.19
2023-09-01,1,7541.35,222,33.97,5521.63,2019.72,50.56,0,19,13,452.48
2023-09-02,1,9753.49,328,29.74,7289.92,2463.57,59.01,0,19,13,585.21
2023-09-03,1,10334.64,352,29.36,6983.17,3351.47,404.56,0,16,14,620.08
2023-09-04,1,8122.49,214,37.96,5308.99,2813.5,186.41,0,17,14,487.35
2023-09-05,1,7057.26,171,41.27,4978.05,2079.21,187.49,0,19,11,423.44
2023-09-06,1,7718.53,188,41.06,5400.63,2317.9,496.47,0,20,13,463.11
2023-09-07,1,8360.08,282,29.65,6117.45,2242.63,221.28,0,17,12,501.6
2023-09-08,1,7399.21,253,29.25,5107.66,2291.55,128.09,0,17,12,443.95
2023-09-09,1,10966.16,296,37.05,8029.95,2936.21,109.64,0,16,13,657.97
2023-09-10,1,9294.43,229,40.59,6812.2,2482.23,192.89,0,18,10,557.67
2023-09-11,1,7964.79,268,29.72,5558.02,2406.77,277.75,0,19,14,477.89
2023-09-12,1,8429.61,247,34.13,5742.1,2687.51,277.76,0,17,14,505.78
2023-09-13,1,7931.27,255,31.1,5646.74,2284.53,342.59,0,18,12,475.88
2023-09-14,1,7241.11,233,31.08,5057.63,2183.48,389.41,0,16,12,434.47
2023-09-15,1,7062.86,181,39.02,4778.3,2284.56,129.99,0,19,10,423.77
2023-09-16,1,11036.4,280,39.42,7852.64,3183.76,187.81,0,19,13,662.18
2023-09-17,1,9894.29,331,29.89,7308.52,2585.77,252.4,0,20,12,593.66
2023-09-18,1,7595.28,191,39.77,5494.13,2101.15,396.19,0,17,12,455.72
2023-09-19,1,8179.71,226,36.19,5873.83,2305.88,135.36,0,20,10,490.78
2023-09-20,1,8250.67,224,36.83,5527.01,2723.66,79.08,0,19,10,495.04
2023-09-21,1,7810.61,227,34.41,5736.39,2074.22,94.14,0,17,13,468.64
2023-09-22,1,7342.14,197,37.27,5367.61,1974.53,326.34,0,20,11,440.53
2023-09-23,1,10853.84,262,41.43,7909.09,2944.75,191.93,0,16,11,651.23
2023-09-24,1,9574.23,240,39.89,6260.04,3314.19,455.79,0,20,13,574.45
2023-09-25,1,7994.52,197,40.58,5705.42,2289.1,326.27,0,19,14,479.67
2023-09-26,1,8118.44,230,35.3,5829.22,2289.22,68.75,0,16,12,487.11
2023-09-27,1,8221.7,278,29.57,5373.35,2848.35,278.86,0,17,13,493.3
2023-09-28,1,8182.04,219,37.36,5469.85,2712.19,128.35,0,20,14,490.92
2023-09-29,1,8169.04,257,31.79,5326.99,2842.05,86.98,0,19,10,490.14
2023-09-30,1,10633.38,289,36.79,7317.83,3315.55,142.56,0,16,13,638.0
2023-10-01,1,10648.14,287,37.1,7485.96,3162.18,68.88,0,17,11,638.89
2023-10-02,1,7445.36,178,41.83,5287.61,2157.75,312.09,0,19,11,446.72
2023-10-03,1,7518.67,183,41.09,5056.02,2462.65,217.48,0,18,13,451.12
2023-10-04,1,7249.98,227,31.94,5385.52,1864.46,354.19,0,18,10,435.0
2023-10-05,1,7442.66,188,39.59,5478.82,1963.84,430.93,0,16,11,446.56
2023-10-06,1,7344.46,176,41.73,5323.41,2021.05,301.02,0,19,12,440.67
2023-10-07,1,10627.79,334,31.82,7481.49,3146.3,377.58,0,17,14,637.67
2023-10-08,1,9293.21,223,41.67,6494.46,2798.75,117.8,0,19,14,557.59
2023-10-09,1,8188.89,213,38.45,5823.89,2365.0,97.67,0,20,13,491.33
2023-10-10,1,8196.41,271,30.25,5705.98,2490.43,54.2,0,16,13,491.78
2023-10-11,1,8558.88,291,29.41,5906.91,2651.97,410.03,0,18,10,513.53
2023-10-12,1,8158.57,222,36.75,5456.47,2702.1,209.92,0,20,10,489.51
2023-10-13,1,7026.36,181,38.82,4591.95,2434.41,385.58,0,16,11,421.58
2023-10-14,1,10502.83,272,38.61,7711.15,2791.68,261.64,0,18,14,630.17
2023-10-15,1,9912.12,267,37.12,7216.42,2695.7,147.74,0,17,14,594.73
2023-10-16,1,7028.7,230,30.56,4589.09,2439.61,125.1,0,19,10,421.72
2023-10-17,1,7656.65,190,40.3,5367.4,2289.25,375.53,0,20,11,459.4
2023-10-18,1,7906.78,216,36.61,5674.28,2232.5,412.25,0,19,13,474.41
2023-10-19,1,8028.13,266,30.18,5776.57,2251.56,385.67,0,17,14,481.69
2023-10-20,1,7844.6,229,34.26,5214.66,2629.94,197.69,0,16,11,470.68
2023-10-21,1,9277.04,236,39.31,6741.24,2535.8,380.13,0,20,10,556.62
2023-10-22,1,10447.15,267,39.13,6914.28,3532.87,234.46,0,19,12,626.83
2023-10-23,1,8530.83,276,30.91,6027.5,2503.33,490.84,0,18,14,511.85
2023-10-24,1,7963.16,219,36.36,5731.62,2231.54,468.33,0,18,14,477.79
2023-10-25,1,8384.08,269,31.17,5765.66,2618.42,257.78,0,19,10,503.04
2023-10-26,1,8519.68,224,38.03,6075.53,2444.15,72.43,0,17,12,511.18
2023-10-27,1,8196.94,211,38.85,5458.27,2738.67,324.6,0,19,10,491.82
2023-10-28,1,10511.94,253,41.55,6905.25,3606.69,75.67,0,19,12,630.72
2023-10-29,1,10781.13,258,41.79,7407.94,3373.19,243.0,0,16,14,646.87
2023-10-30,1,7306.42,182,40.15,4783.15,2523.27,328.86,0,18,10,438.39
2023-10-31,1,7558.31,194,38.96,4978.22,2580.09,156.55,0,18,13,453.5
2023-11-01,1,10141.49,302,33.58,7431.55,2709.94,404.47,0,16,14,608.49
2023-11-02,1,10936.18,355,30.81,7726.77,3209.41,258.77,1,16,14,656.17
2023-11-03,1,9144.38,308,29.69,6082.15,3062.23,151.39,0,17,10,548.66
2023-11-04,1,12411.11,351,35.36,8209.66,4201.45,437.06,0,17,12,744.67
2023-11-05,1,12775.18,358,35.68,8408.27,4366.91,256.24,0,16,11,766.51
2023-11-06,1,10279.56,257,40.0,7369.44,2910.12,258.03,0,18,14,616.77
2023-11-07,1,9046.16,231,39.16,5981.26,3064.9,210.19,0,18,12,542.77
2023-11-08,1,8880.84,280,31.72,5918.82,2962.02,198.6,0,19,14,532.85
2023-11-09,1,8808.9,278,31.69,6559.67,2249.23,302.08,0,19,11,528.53
2023-11-10,1,9550.95,325,29.39,6536.35,3014.6,177.09,0,17,13,573.06
2023-11-11,1,11976.72,348,34.42,8260.8,3715.92,92.03,0,20,12,718.6
